district,community,primary_water_source,water_scarcity,scarcity_months,perceived_water_source,belief_underground_rivers,belief_groundwater_exhausted,belief_groundwater_replenished,belief_recharge_detectable,rwh_practice,rwh_barrier,rwh_use,belief_rwh_recharge,belief_rwh_expensive,belief_rwh_unreliable,recharge_solutions,rwh_support_needed
Chikwawa,Chizenga ,piped_tap,Yes,"June, July",NA,NA,NA,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,TRUE,By conserving the environment through tree planting ,Community by-laws or encouragement
Chikwawa,Chizenga ,piped_tap,Yes,"January, February, June, July",NA,NA,TRUE,FALSE,NA,No,Negative perception/doesn’t seem worthwhile,NA,TRUE,FALSE,FALSE,By conserving the land ,Training and demonstrations
Chikwawa,Chizenga ,piped_tap,Yes,"January, September, October, November",NA,TRUE,FALSE,TRUE,NA,No,Lack of knowledge or training,NA,Don't Know,Don't Know,Don't Know,By planting more trees in the area at the sametime putting laws to protect them ,Community by-laws or encouragement
Chikwawa,Chizenga ,piped_tap,No,NA,NA,NA,NA,NA,NA,No,Lack of knowledge or training,NA,Don't Know,Don't Know,Don't Know,By conserving the environment ,"Training and demonstrations, Community by-laws or encouragement"
Balaka,Chigonandowe,borehole,Yes,"August, September, November, October",Underground Storage,TRUE,FALSE,FALSE,Yes,Yes,NA,Washing/Cleaning,TRUE,TRUE,TRUE,Planting trees,"Subsidies or financial assistance, Community by-laws or encouragement"
Balaka,Chigonandowe,borehole,Yes,October,Underground Storage,TRUE,TRUE,FALSE,Don't know,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Don't know,"Labour support, Training and demonstrations"
Balaka,Chigonandowe,borehole,No,NA,Underground Storage,TRUE,NA,TRUE,Yes,Yes,NA,Irrigation/Gardening,Don't Know,FALSE,FALSE,Planting trees,Training and demonstrations
Balaka,Njira yagoma,borehole,Yes,November,Underground Storage,TRUE,FALSE,TRUE,No,No,Cannot afford storage materials,NA,TRUE,Don't Know,Don't Know,Don't know,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Mkweya,shallow_well,Yes,"September, October, November",Underground Storage,TRUE,TRUE,TRUE,Don't know,No,Lack of knowledge or training,NA,Don't Know,TRUE,TRUE,High amount of rainfall per year can help to refill groundwater,Training and demonstrations
Balaka,Mkweya,shallow_well,Yes,"August, September, October",Underground Storage,TRUE,TRUE,TRUE,Don't know,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Making swallows,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Balaka,Mkaweya,shallow_well,Yes,"September, October, November",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Yes by planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Mkweya,shallow_well,Yes,"October, November",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Mkweya,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,TRUE,FALSE,Planting more trees and vertiva ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Mkweya,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,TRUE,Yes by constructing swale,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,TRUE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Chikwawa,Manjanja,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,FALSE,TRUE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,TRUE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees can help to ground water ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Planting trees and vertiva ,"Subsidies or financial assistance, Training and demonstrations"
Balaka,Manjanjq,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanjq,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,TRUE,Planting trees and vertiva ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees and vertiva grass,"Training and demonstrations, Subsidies or financial assistance, Community by-laws or encouragement"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,FALSE,Planting trees and vertiva ,"Subsidies or financial assistance, Training and demonstrations, Labour support"
Balaka,Manjanja ,borehole,No,NA,Don't Know,TRUE,TRUE,TRUE,NA,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Labour support, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,TRUE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,TRUE,Planting ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,TRUE,Planting trees ,"Subsidies or financial assistance, Training and demonstrations, Labour support"
Balaka,Manjanja ,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees and swale construction ,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Balaka,Mkweya,borehole,Yes,"October, August, September",Underground Storage,TRUE,TRUE,NA,Don't know,No,Cannot afford storage materials,NA,TRUE,TRUE,FALSE,Planting more trees to hold water when the rain come,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Balaka,Mkweya,shallow_well,Yes,"August, September, October, November",Underground Storage,TRUE,TRUE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Only rainfall can refill ground water,"Labour support, Training and demonstrations"
Balaka,Mkweya ,borehole,Yes,"August, September, October, November",Underground Storage,TRUE,FALSE,NA,No,No,Believe rainfall is too unreliable,NA,TRUE,TRUE,TRUE,Planting trees,Training and demonstrations
Balaka,Kamkao,borehole,Yes,"October, November",Underground Storage,TRUE,NA,FALSE,No,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Don't know,Subsidies or financial assistance
Balaka,Kamkao,borehole,Yes,October,Underground Storage,TRUE,FALSE,NA,No,No,Lack of land or space,NA,TRUE,TRUE,TRUE,Planting trees,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Kamkao,borehole,Yes,"October, November",Underground Storage,TRUE,TRUE,TRUE,No,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Rainfall,Training and demonstrations
Balaka,Kamkao,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,No,No,Cannot afford storage materials,NA,TRUE,TRUE,FALSE,Making swallows,Training and demonstrations
Balaka,Kamkao,borehole,Yes,"November, October, September",Underground Storage,TRUE,FALSE,FALSE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Planting trees,"Training and demonstrations, Subsidies or financial assistance, Community by-laws or encouragement"
Balaka,Kamkao,borehole,Yes,"August, September, October, November",Underground Storage,FALSE,TRUE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,TRUE,TRUE,Planting trees,"Subsidies or financial assistance, Training and demonstrations, Labour support"
Balaka,Kamkao,borehole,Yes,"September, November, October",Underground Storage,FALSE,NA,FALSE,No,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Don't know,Training and demonstrations
Balaka,Kamkao,borehole,Yes,"September, October, November",Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,TRUE,FALSE,Rainfall,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Kamkao,borehole,Yes,"September, October, November",Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Planting trees,Training and demonstrations
Balaka,Kamkao,borehole,Yes,"October, November",Underground Storage,FALSE,TRUE,FALSE,Don't know,No,Cannot afford storage materials,NA,FALSE,TRUE,Don't Know,Making swallows,"Training and demonstrations, Labour support"
Balaka,Kamkao,borehole,No,NA,Underground Storage,TRUE,FALSE,NA,Don't know,No,Lack of knowledge or training,NA,FALSE,FALSE,FALSE,Don't know,"Community by-laws or encouragement, Subsidies or financial assistance, Training and demonstrations, Labour support"
Balaka,Kamkao,borehole,Yes,"October, September, November",Underground Storage,TRUE,NA,FALSE,Yes,Yes,NA,Irrigation/Gardening,Don't Know,FALSE,TRUE,Don't know,Training and demonstrations
Balaka,Kamkao,borehole,Yes,"August, October, September",Underground Storage,NA,TRUE,TRUE,No,No,Lack of knowledge or training,NA,TRUE,TRUE,Don't Know,Rainfall,"Training and demonstrations, Labour support, Subsidies or financial assistance"
Balaka,Kamkao,borehole,Yes,"August, October, September",Underground Storage,TRUE,FALSE,NA,Don't know,Yes,NA,Washing/Cleaning,FALSE,TRUE,TRUE,Making swallows,Training and demonstrations
Balaka,Kamkao ,borehole,Yes,"September, August, October, November",Underground Storage,TRUE,TRUE,FALSE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Don't know,Training and demonstrations
Balaka,Kamkao,borehole,Yes,"August, October, November, September",Underground Storage,TRUE,FALSE,TRUE,No,Yes,NA,Irrigation/Gardening,FALSE,Don't Know,TRUE,Planting trees,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Balaka,Kamkao,borehole,Yes,"September, October, November",Underground Storage,TRUE,TRUE,FALSE,Yes,No,Cannot afford storage materials,NA,TRUE,FALSE,FALSE,Planting trees,"Training and demonstrations, Subsidies or financial assistance, Other (please specify)"
Balaka,Kamkao ,borehole,Yes,"September, October, November",Underground Storage,TRUE,TRUE,TRUE,Don't know,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Don't know,Training and demonstrations
Balaka,Mkweya,borehole,Yes,"October, November",Underground Storage,TRUE,TRUE,TRUE,No,No,Believe rainfall is too unreliable,NA,TRUE,TRUE,TRUE,Planting trees,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Kamkao,borehole,Yes,"August, September, October",Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,FALSE,FALSE,Making swallows,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Kamkao,borehole,Yes,"January, October, November",Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,TRUE,TRUE,Don't know,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Kamkao ,borehole,Yes,"September, October, November, August",Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,TRUE,Don't know,"Training and demonstrations, Labour support, Community by-laws or encouragement, Subsidies or financial assistance"
Balaka,Kamkao,borehole,Yes,"August, September, November, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,TRUE,Don't Know,Planting trees,Training and demonstrations
Balaka,Chigonandowe,borehole,Yes,"October, September",Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Phalula,borehole,Yes,"September, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,FALSE,FALSE,Planting trees,"Training and demonstrations, Subsidies or financial assistance, Community by-laws or encouragement"
Balaka,Manjaja,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,No,Yes,NA,Irrigation/Gardening,TRUE,FALSE,TRUE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Kunyalani,borehole,Yes,"November, October, September, August",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Kunyalani,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Irrigation/Gardening,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Kunyalani ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,TRUE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Balaka,Manjanja,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,TRUE,TRUE,TRUE,Planting trees ,"Subsidies or financial assistance, Training and demonstrations, Labour support"
Machinga,Chisonga,borehole,No,NA,Underground Storage,TRUE,FALSE,FALSE,No,Yes,NA,Drinking/Cooking,FALSE,TRUE,TRUE,Don't know ,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Njete ,borehole,No,NA,Don't Know,TRUE,NA,NA,NA,Yes,NA,Drinking/Cooking,FALSE,FALSE,Don't Know,I Don't know ,"Training and demonstrations, Subsidies or financial assistance, Labour support"
Machinga,Kalolo,borehole,No,NA,God ,FALSE,TRUE,TRUE,NA,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,Contour ridges,Training and demonstrations
Machinga,Chipile,shallow_well,Yes,"September, October, November, December",God ,FALSE,NA,NA,NA,No,Cannot afford storage materials,NA,FALSE,FALSE,Don't Know,Don't know ,Training and demonstrations
Machinga,Chipile,shallow_well,Yes,"September, October, November, December",God ,NA,NA,NA,NA,No,Other (please specify),NA,Don't Know,Don't Know,FALSE,Don't know ,"Community by-laws or encouragement, Training and demonstrations"
Machinga,Manduwasa,piped_tap,No,NA,NA,FALSE,FALSE,TRUE,NA,No,Cannot afford storage materials,NA,TRUE,FALSE,FALSE,Planting trees,"Training and demonstrations, Community by-laws or encouragement"
Machinga,Manduwasa,piped_tap,No,NA,NA,TRUE,FALSE,FALSE,NA,No,Lack of knowledge or training,NA,FALSE,FALSE,FALSE,Planting trees,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Manduwasa,piped_tap,No,NA,NA,FALSE,FALSE,FALSE,NA,No,Cannot afford storage materials,NA,FALSE,FALSE,Don't Know,I don't know ,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Manduwasa,piped_tap,No,NA,NA,NA,NA,FALSE,NA,Yes,NA,Drinking/Cooking,FALSE,FALSE,Don't Know,I don't know ,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Manduwasa,piped_tap,No,NA,NA,NA,NA,TRUE,NA,No,Lack of knowledge or training,NA,TRUE,FALSE,Don't Know,I don't know,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Manduwasa,piped_tap,No,NA,NA,FALSE,FALSE,FALSE,NA,Yes,NA,Washing/Cleaning,TRUE,TRUE,FALSE,Ground water can't be refilled ,"Training and demonstrations, Community by-laws or encouragement"
Machinga,Manduwasa,piped_tap,No,NA,NA,FALSE,FALSE,FALSE,NA,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,FALSE,Don't Know,Ground water refills naturally ,Subsidies or financial assistance
Machinga,Manduwasa,piped_tap,No,NA,NA,FALSE,NA,FALSE,NA,Yes,NA,Irrigation/Gardening,Don't Know,Don't Know,FALSE,I don't know ,Labour support
Machinga,Manduwasa,borehole,No,NA,Underground Storage,FALSE,FALSE,FALSE,Don't know,No,Labour/time required is too much,NA,TRUE,TRUE,Don't Know,Planting more trees ,Labour support
Machinga,Manduwasa,piped_tap,No,NA,NA,TRUE,NA,FALSE,NA,No,Lack of knowledge or training,NA,FALSE,FALSE,Don't Know,Planting trees ,Labour support
Machinga,Manduwasa,piped_tap,No,NA,NA,TRUE,TRUE,TRUE,NA,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,I don't know ,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Manduwasa,piped_tap,No,NA,NA,FALSE,FALSE,FALSE,NA,No,Lack of land or space,NA,FALSE,FALSE,Don't Know,I don't know,Training and demonstrations
Machinga,Manduwasa,borehole,No,NA,Underground Storage,FALSE,FALSE,FALSE,Don't know,Yes,NA,Drinking/Cooking,FALSE,FALSE,Don't Know,I don't know ,"Training and demonstrations, Labour support"
Machinga,Manduwasa,piped_tap,No,NA,NA,TRUE,TRUE,TRUE,NA,Yes,NA,Drinking/Cooking,Don't Know,Don't Know,FALSE,I don't know,Community by-laws or encouragement
Machinga,Manduwasa,borehole,No,NA,God ,FALSE,NA,NA,NA,No,Cannot afford storage materials,NA,FALSE,Don't Know,Don't Know,I don't know ,Community by-laws or encouragement
Machinga,Manduwasa,shallow_well,Yes,"October, November, December",Don't Know,FALSE,NA,FALSE,NA,Yes,NA,Washing/Cleaning,Don't Know,Don't Know,Don't Know,I don't know ,Training and demonstrations
Machinga,Chamba,borehole,No,NA,Underground Storage,FALSE,NA,NA,Don't know,No,Lack of knowledge or training,NA,Don't Know,Don't Know,Don't Know,I don't know ,Training and demonstrations
Machinga,Chabwera,borehole,No,NA,Underground Storage,NA,NA,FALSE,No,No,Cannot afford storage materials,NA,Don't Know,Don't Know,Don't Know,I don't know ,Training and demonstrations
Machinga,Chabwera,borehole,No,NA,God ,FALSE,FALSE,NA,NA,No,Cannot afford storage materials,NA,FALSE,Don't Know,FALSE,I don't know ,Training and demonstrations
Machinga,Chiipile,borehole,No,NA,Don't Know,NA,FALSE,FALSE,NA,Yes,NA,Washing/Cleaning,Don't Know,FALSE,Don't Know,Conserving catchment ,Training and demonstrations
Machinga,Chipile,borehole,No,NA,Underground Storage,FALSE,FALSE,NA,Don't know,No,Lack of knowledge or training,NA,FALSE,FALSE,FALSE,Natural regeneration practices,"Training and demonstrations, Community by-laws or encouragement"
Machinga,Chipile,borehole,No,NA,Underground Storage,FALSE,TRUE,FALSE,Yes,Yes,NA,Irrigation/Gardening,FALSE,TRUE,TRUE,Natural regeneration practices ,"Subsidies or financial assistance, Training and demonstrations"
Machinga,Chipile,borehole,No,NA,Rain,FALSE,FALSE,TRUE,NA,Yes,NA,Drinking/Cooking,FALSE,FALSE,Don't Know,I don't know ,"Subsidies or financial assistance, Training and demonstrations"
Machinga,Chipile,shallow_well,Yes,"October, September, November, December",Rain,FALSE,TRUE,FALSE,NA,No,Lack of knowledge or training,NA,Don't Know,FALSE,Don't Know,I don't know ,"Labour support, Community by-laws or encouragement"
Machinga,Chipile,shallow_well,Yes,"October, September, November, December",Underground Storage,NA,FALSE,NA,Don't know,Yes,NA,Irrigation/Gardening,FALSE,FALSE,Don't Know,I don't know,Community by-laws or encouragement
Balaka,Chigonandowe,borehole,Yes,"August, September, October, November",Underground Storage,NA,TRUE,TRUE,NA,No,Lack of land or space,NA,TRUE,TRUE,FALSE,Planting treea,Subsidies or financial assistance
Machinga,Chisanga,borehole,NA,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Mitawa,borehole,No,NA,Underground Storage,TRUE,FALSE,FALSE,No,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,I don't know ,Training and demonstrations
